"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"HALLMARK_PROTEIN_SECRETION",0.323886639676113,0.35987404408457,0.0813027345384498,0.317228168288747,1.08650726396418,92,"DST;SNX2;GNAS;AP2M1;PAM;SEC24D;IGF2R;AP2B1;ADAM10;SH3GL2;GOLGA4;GBF1;STX7;SEC31A;RAB22A;SSPN;COPB2;OCRL;CD63;LAMP2;COPE;ATP6V1H;TMED10;ATP1A1;SEC22B;YKT6;CLN5;ATP6V1B1;TSG101;MAPK1"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",0.754887218045113,0.77029307963787,0.0454967810085007,0.274819981337585,0.826159276217203,44,"GPX3;PDLIM1;TXNRD2;G6PD;PFKP;PRNP;MSRA;GLRX;PRDX6;CDKN2D;GCLC"
"HALLMARK_SPERMATOGENESIS",0.0229582703704694,0.0310246896898235,0.352487857583619,-0.36722007619171,-1.42750702541408,93,"NEFH;CCNA1;GSG1;CNIH2;GAD1;CDK1;COIL;ELOVL3;TNNI3;DBF4;RPL39L;KIF2C;SIRT1;MLF1;NEK2;ZC3H14;VDAC3;PARP2;PRKAR2A;EZH2;RFC4;NPHP1;HSPA4L;TSN;IFT88;NF2;GAPDHS;MTOR;PSMG1;TKTL1;LPIN1;CSNK2A2;NCAPH;OAZ3;CDKN3;MLLT10;DMC1;PIAS2;AURKA;AGFG1;PACRG;TTK;TLE4"
"HALLMARK_TGF_BETA_SIGNALING",0.00128003627801985,0.00246160822696126,0.45505986738723,0.555586062361734,1.72773610022254,53,"CDH1;RAB31;SPTBN1;FURIN;BCAR3;ID1;SMAD7;HIPK2;THBS1;TGFBR1;LEFTY2;XIAP;ENG;CDKN1C;FKBP1A;BMPR2;SMURF2;ACVR1"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.000913267793819391,0.00190264123712373,0.477270815362862,0.420348712277517,1.55831464536106,167,"JUN;SPHK1;TIPARP;DUSP5;LAMB3;CSF1;PTX3;RIPK2;SDC4;HES1;EFNA1;BTG3;PLK2;PFKFB3;VEGFA;BCL6;TNFRSF9;LITAF;B4GALT1;TNF;SLC2A3;RCAN1;MAP3K8;TNIP1;KLF9;TRAF1;NINJ1;SPSB1;MAP2K3;EHD1;ZC3H12A;TSC22D1;IRF1;DENND5A;IL18;IL15RA;SERPINB8;PDLIM5;TRIB1;F3;CDKN1A;CCND1;NFIL3;GEM;DRAM1;IL1A;HBEGF;CCL2;CD44;EGR1;SLC2A6;TANK;PTGER4;SNN;NFKBIA;OLR1;ATP2B1;TNFAIP3"
"HALLMARK_UNFOLDED_PROTEIN_RESPONSE",0.00054704237665292,0.0013676059416323,0.477270815362862,-0.416293203893827,-1.64549188784318,105,"NOLC1;RRP9;HSPA9;IMP3;EXOSC4;GEMIN4;DKC1;NPM1;NHP2;EXOSC2;EXOSC5;NFYA;XPOT;EIF4A3;EIF4A1;NOP56;EIF2S1;EXOSC10;KHSRP;SDAD1;EIF4EBP1;DDX10;EIF4E;PARN;DDIT4;CKS1B;LSM4;CXXC1;SPCS1;SHC1;NOP14;DCP2;SLC7A5;PREB;EXOSC9"
"HALLMARK_UV_RESPONSE_DN",1.90646247560742e-07,8.66573852548826e-07,0.690132458796796,0.552643029013393,1.97408109980665,126,"LTBP1;RBPMS;COL11A1;COL3A1;ATP2B4;CDON;ANXA2;MAP1B;LAMC1;COL1A1;APBB2;VLDLR;SIPA1L1;PDGFRB;ERBB2;IGF1R;ID1;PTPN21;ADD3;IRS1;ITGB3;ZMIZ1;SMAD7;DDAH1;FBLN5;NOTCH2;GRK5;SDC2;PIK3R3;PLCB4;SYNJ2;VAV2;GCNT1;SCHIP1;ADORA2B;SCN8A;PDLIM5;PRKCA;F3;NRP1;AKT3"
"HALLMARK_UV_RESPONSE_UP",0.231770833333333,0.263375946969697,0.0982123351217438,0.312113392060628,1.1349283491165,141,"PDLIM3;COL2A1;GPX3;CDKN2B;BCL2L11;CASP3;FURIN;BTG3;TYRO3;AQP3;SULT1A1;NPTXR;SLC25A4;MMP14;CDK2;CTSV;CLTB;KCNH2;MGAT1;IGFBP2;CYB5R1;SLC6A12;IRF1;EPHX1;MAOA"
"HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.410575427682737,0.436782369875252,0.0762797180809272,0.356818651160202,1.05106361209734,38,"HDAC5;PTCH1;CCND2;AXIN2;NCSTN;NUMB;PSEN2;PPARD;NOTCH1;HDAC11;WNT5B;CTNNB1;TCF7;FRAT1;GNAI1;JAG1;HEY1;DKK1"
"HALLMARK_XENOBIOTIC_METABOLISM",0.0110856693910876,0.0167964687743751,0.380730400722792,0.380352843845064,1.39454369438387,153,"GABARAPL1;PROS1;JUP;PTGES;PAPSS2;ATOH8;SPINT2;PINK1;IGFBP4;FBLN1;ACP2;DHRS1;ALDH2;SLC6A6;LPIN2;SLC12A4;DDAH2;TPST1;NINJ1;SSR3;NDRG2;LCAT;SLC6A12;EPHX1;MAOA;PDLIM5;MCCC2;APOE;PPARD;PTGDS;AKR1C3;PC;UPB1;NPC1;UPP1;PTS;TMBIM6;VTN;GCH1;ACSM1;CYP26A1;PGD"
